SystemCodeNumber,Capacity,Occupancy,LastUpdated,Date,Hour,Day,Month,DayOfWeek,IsWeekend,AvailableSpaces,OccupancyRate,Previous_Availability,Lag_2_Availability,Lag_3_Availability,Rolling_Average_Availability
BHMBCCTHL01,387,334,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,53,0.8630490956072352,55.0,63.0,79.0,65.66666666666667
Others-CCCPS8,1322,836,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,486,0.632375189107413,486.0,502.0,531.0,506.3333333333333
BHMNCPHST01,1200,779,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,421,0.6491666666666667,429.0,435.0,471.0,445.0
Others-CCCPS119a,2803,604,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,2199,0.21548341063146628,2198.0,2215.0,2229.0,2214.0
Others-CCCPS135a,3883,3251,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,632,0.8372392480041205,635.0,662.0,714.0,670.3333333333334
Others-CCCPS98,3103,1297,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,1806,0.41798259748630356,1815.0,1862.0,1893.0,1856.6666666666667
Shopping,1920,1460,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,460,0.7604166666666666,473.0,492.0,533.0,499.3333333333333
Others-CCCPS202,2937,1397,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,1540,0.4756554307116105,1547.0,1568.0,1583.0,1566.0
BHMBCCSNH01,863,732,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,131,0.8482039397450754,126.0,140.0,149.0,138.33333333333334
BHMNCPNHS01,500,499,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,1,0.998,2.0,2.0,0.0,1.3333333333333333
BHMEURBRD01,470,464,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,6,0.9872340425531915,10.0,6.0,12.0,9.333333333333334
Broad Street,690,683,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,7,0.9898550724637681,13.0,18.0,15.0,15.333333333333334
BHMBCCPST01,317,191,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,126,0.6025236593059937,142.0,150.0,161.0,151.0
BHMNCPNST01,485,379,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,106,0.7814432989690722,104.0,112.0,114.0,110.0
BHMBRCBRG01,1010,632,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,378,0.6257425742574257,534.0,595.0,706.0,611.6666666666666
Bull Ring,3053,1446,2016-10-04 12:29:45,2016-10-04,12,4,10,Tuesday,0,1607,0.4736324926301998,1916.0,2051.0,2283.0,2083.3333333333335
BHMNCPNST01,485,374,2016-10-04 12:56:49,2016-10-04,12,4,10,Tuesday,0,111,0.7711340206185567,106.0,104.0,112.0,107.33333333333333
BHMBCCPST01,317,195,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,122,0.6151419558359621,126.0,142.0,150.0,139.33333333333334
Bull Ring,3053,1547,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,1506,0.5067147068457255,1607.0,1916.0,2051.0,1858.0
BHMBCCTHL01,387,333,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,54,0.8604651162790697,53.0,55.0,63.0,57.0
Others-CCCPS135a,3883,3232,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,651,0.8323461241308266,632.0,635.0,662.0,643.0
BHMNCPRAN01,600,555,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,45,0.925,40.0,34.0,28.0,34.0
BHMBRCBRG02,1194,598,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,596,0.5008375209380235,651.0,761.0,818.0,743.3333333333334
Others-CCCPS202,2937,1367,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,1570,0.4654409261150834,1540.0,1547.0,1568.0,1551.6666666666667
BHMEURBRD01,470,458,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,12,0.9744680851063829,6.0,10.0,6.0,7.333333333333333
BHMNCPHST01,1200,773,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,427,0.6441666666666667,421.0,429.0,435.0,428.3333333333333
BHMBCCMKT01,577,269,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,308,0.4662045060658579,311.0,318.0,330.0,319.6666666666667
Others-CCCPS105a,2009,1461,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,548,0.7272274763563962,525.0,539.0,585.0,549.6666666666666
Others-CCCPS119a,2803,596,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,2207,0.21262932572244025,2199.0,2198.0,2215.0,2204.0
BHMBCCSNH01,863,730,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,133,0.8458864426419467,131.0,126.0,140.0,132.33333333333334
Broad Street,690,660,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,30,0.9565217391304348,7.0,13.0,18.0,12.666666666666666
Shopping,1920,1448,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,472,0.7541666666666667,460.0,473.0,492.0,475.0
BHMMBMMBX01,687,651,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,36,0.9475982532751092,39.0,53.0,83.0,58.333333333333336
Others-CCCPS98,3103,1288,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,1815,0.41508217853689977,1806.0,1815.0,1862.0,1827.6666666666667
NIA Car Parks,1268,260,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,1008,0.20504731861198738,1001.0,998.0,1007.0,1002.0
BHMNCPNHS01,500,499,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,1,0.998,1.0,2.0,2.0,1.6666666666666667
BHMNCPPLS01,450,103,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,347,0.2288888888888889,327.0,327.0,338.0,330.6666666666667
NIA South,788,252,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,536,0.3197969543147208,535.0,544.0,554.0,544.3333333333334
Others-CCCPS8,1322,810,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,512,0.6127080181543116,486.0,486.0,502.0,491.3333333333333
BHMBRCBRG03,849,289,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,560,0.3404004711425206,578.0,621.0,638.0,612.3333333333334
BHMEURBRD02,220,202,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,18,0.9181818181818182,1.0,3.0,12.0,5.333333333333333
BHMNCPLDH01,720,675,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,45,0.9375,39.0,44.0,57.0,46.666666666666664
BHMBRCBRG01,1010,660,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,350,0.6534653465346535,378.0,534.0,595.0,502.3333333333333
Others-CCCPS133,4675,2675,2016-10-04 13:02:48,2016-10-04,13,4,10,Tuesday,0,2000,0.5721925133689839,2079.0,2400.0,2438.0,2305.6666666666665
Others-CCCPS98,3103,1273,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,1830,0.4102481469545601,1815.0,1806.0,1815.0,1812.0
Others-CCCPS105a,2009,1459,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,550,0.726231956197113,548.0,525.0,539.0,537.3333333333334
BHMBCCPST01,317,200,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,117,0.6309148264984227,122.0,126.0,142.0,130.0
Broad Street,690,648,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,42,0.9391304347826087,30.0,7.0,13.0,16.666666666666668
BHMBRCBRG01,1010,669,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,341,0.6623762376237624,350.0,378.0,534.0,420.6666666666667
Shopping,1920,1432,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,488,0.7458333333333333,472.0,460.0,473.0,468.3333333333333
Others-CCCPS133,4675,2682,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,1993,0.5736898395721926,2000.0,2079.0,2400.0,2159.6666666666665
NIA South,788,246,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,542,0.31218274111675126,536.0,535.0,544.0,538.3333333333334
Others-CCCPS8,1322,811,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,511,0.613464447806354,512.0,486.0,486.0,494.6666666666667
Bull Ring,3053,1554,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,1499,0.5090075335735342,1506.0,1607.0,1916.0,1676.3333333333333
BHMNCPRAN01,600,537,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,63,0.895,45.0,40.0,34.0,39.666666666666664
BHMMBMMBX01,687,648,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,39,0.9432314410480349,36.0,39.0,53.0,42.666666666666664
BHMBRCBRG02,1194,597,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,597,0.5,596.0,651.0,761.0,669.3333333333334
NIA Car Parks,1268,246,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,1022,0.19400630914826497,1008.0,1001.0,998.0,1002.3333333333334
BHMEURBRD02,220,198,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,22,0.9,18.0,1.0,3.0,7.333333333333333
Others-CCCPS119a,2803,581,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,2222,0.20727791651801641,2207.0,2199.0,2198.0,2201.3333333333335
BHMBCCSNH01,863,716,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,147,0.8296639629200464,133.0,131.0,126.0,130.0
BHMBCCMKT01,577,263,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,314,0.4558058925476603,308.0,311.0,318.0,312.3333333333333
BHMNCPLDH01,720,674,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,46,0.9361111111111111,45.0,39.0,44.0,42.666666666666664
BHMEURBRD01,470,450,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,20,0.9574468085106383,12.0,6.0,10.0,9.333333333333334
Others-CCCPS135a,3883,3184,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,699,0.8199845480298739,651.0,632.0,635.0,639.3333333333334
BHMNCPNST01,485,375,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,110,0.7731958762886598,111.0,106.0,104.0,107.0
BHMBCCTHL01,387,331,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,56,0.8552971576227391,54.0,53.0,55.0,54.0
BHMNCPPLS01,450,105,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,345,0.23333333333333334,347.0,327.0,327.0,333.6666666666667
BHMNCPNHS01,500,499,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,1,0.998,1.0,1.0,2.0,1.3333333333333333
BHMNCPHST01,1200,758,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,442,0.6316666666666667,427.0,421.0,429.0,425.6666666666667
BHMBRCBRG03,849,288,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,561,0.3392226148409894,560.0,578.0,621.0,586.3333333333334
Others-CCCPS202,2937,1360,2016-10-04 13:29:45,2016-10-04,13,4,10,Tuesday,0,1577,0.4630575417092271,1570.0,1540.0,1547.0,1552.3333333333333
Shopping,1920,1430,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,490,0.7447916666666666,488.0,472.0,460.0,473.3333333333333
Others-CCCPS8,1322,815,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,507,0.6164901664145235,511.0,512.0,486.0,503.0
BHMBRCBRG02,1194,593,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,601,0.4966499162479062,597.0,596.0,651.0,614.6666666666666
Bull Ring,3053,1541,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,1512,0.504749426793318,1499.0,1506.0,1607.0,1537.3333333333333
BHMBCCMKT01,577,238,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,339,0.4124783362218371,314.0,308.0,311.0,311.0
Others-CCCPS202,2937,1352,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,1585,0.4603336738168199,1577.0,1570.0,1540.0,1562.3333333333333
Broad Street,690,639,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,51,0.9260869565217391,42.0,30.0,7.0,26.333333333333332
NIA South,788,240,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,548,0.30456852791878175,542.0,536.0,535.0,537.6666666666666
BHMMBMMBX01,687,637,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,50,0.9272197962154294,39.0,36.0,39.0,38.0
BHMNCPNST01,485,381,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,104,0.7855670103092783,110.0,111.0,106.0,109.0
BHMNCPHST01,1200,757,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,443,0.6308333333333334,442.0,427.0,421.0,430.0
BHMBCCSNH01,863,680,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,183,0.7879490150637312,147.0,133.0,131.0,137.0
BHMBRCBRG03,849,286,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,563,0.336866902237927,561.0,560.0,578.0,566.3333333333334
BHMBCCPST01,317,201,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,116,0.6340694006309149,117.0,122.0,126.0,121.66666666666667
Others-CCCPS98,3103,1262,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,1841,0.40670319046084435,1830.0,1815.0,1806.0,1817.0
BHMNCPLDH01,720,673,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,47,0.9347222222222222,46.0,45.0,39.0,43.333333333333336
Others-CCCPS105a,2009,1452,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,557,0.7227476356396217,550.0,548.0,525.0,541.0
BHMBCCTHL01,387,332,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,55,0.8578811369509044,56.0,54.0,53.0,54.333333333333336
Others-CCCPS135a,3883,3145,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,738,0.8099407674478496,699.0,651.0,632.0,660.6666666666666
BHMEURBRD02,220,193,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,27,0.8772727272727273,22.0,18.0,1.0,13.666666666666666
BHMNCPNHS01,500,499,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,1,0.998,1.0,1.0,1.0,1.0
Others-CCCPS119a,2803,576,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,2227,0.20549411344987514,2222.0,2207.0,2199.0,2209.3333333333335
BHMNCPRAN01,600,536,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,64,0.8933333333333333,63.0,45.0,40.0,49.333333333333336
BHMEURBRD01,470,446,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,24,0.948936170212766,20.0,12.0,6.0,12.666666666666666
Others-CCCPS133,4675,2661,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,2014,0.5691978609625669,1993.0,2000.0,2079.0,2024.0
NIA Car Parks,1268,240,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,1028,0.1892744479495268,1022.0,1008.0,1001.0,1010.3333333333334
BHMNCPPLS01,450,102,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,348,0.22666666666666666,345.0,347.0,327.0,339.6666666666667
BHMBRCBRG01,1010,662,2016-10-04 14:02:47,2016-10-04,14,4,10,Tuesday,0,348,0.6554455445544555,341.0,350.0,378.0,356.3333333333333
BHMNCPNHS01,500,499,2016-10-04 14:22:47,2016-10-04,14,4,10,Tuesday,0,1,0.998,1.0,1.0,1.0,1.0
BHMBCCMKT01,577,215,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,362,0.37261698440207974,339.0,314.0,308.0,320.3333333333333
BHMNCPPLS01,450,98,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,352,0.21777777777777776,348.0,345.0,347.0,346.6666666666667
Others-CCCPS202,2937,1318,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,1619,0.44875723527408923,1585.0,1577.0,1570.0,1577.3333333333333
BHMNCPHST01,1200,760,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,440,0.6333333333333333,443.0,442.0,427.0,437.3333333333333
Shopping,1920,1429,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,491,0.7442708333333333,490.0,488.0,472.0,483.3333333333333
NIA South,788,234,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,554,0.2969543147208122,548.0,542.0,536.0,542.0
BHMBCCTHL01,387,322,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,65,0.8320413436692506,55.0,56.0,54.0,55.0
BHMEURBRD02,220,188,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,32,0.8545454545454545,27.0,22.0,18.0,22.333333333333332
BHMEURBRD01,470,433,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,37,0.9212765957446809,24.0,20.0,12.0,18.666666666666668
Others-CCCPS98,3103,1238,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,1865,0.39896873992910087,1841.0,1830.0,1815.0,1828.6666666666667
BHMNCPLDH01,720,669,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,51,0.9291666666666667,47.0,46.0,45.0,46.0
BHMBRCBRG03,849,275,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,574,0.32391048292108365,563.0,561.0,560.0,561.3333333333334
Others-CCCPS135a,3883,3113,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,770,0.8016997167138811,738.0,699.0,651.0,696.0
Others-CCCPS105a,2009,1420,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,589,0.7068193130910901,557.0,550.0,548.0,551.6666666666666
BHMNCPRAN01,600,535,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,65,0.8916666666666667,64.0,63.0,45.0,57.333333333333336
BHMBRCBRG01,1010,596,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,414,0.5900990099009901,348.0,341.0,350.0,346.3333333333333
Others-CCCPS133,4675,2522,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,2153,0.5394652406417112,2014.0,1993.0,2000.0,2002.3333333333333
NIA Car Parks,1268,234,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,1034,0.18454258675078863,1028.0,1022.0,1008.0,1019.3333333333334
Others-CCCPS8,1322,793,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,529,0.5998487140695915,507.0,511.0,512.0,510.0
BHMBCCPST01,317,203,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,114,0.6403785488958991,116.0,117.0,122.0,118.33333333333333
BHMBRCBRG02,1194,553,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,641,0.4631490787269682,601.0,597.0,596.0,598.0
Bull Ring,3053,1424,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,1629,0.4664264657713724,1512.0,1499.0,1506.0,1505.6666666666667
Broad Street,690,621,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,69,0.9,51.0,42.0,30.0,41.0
BHMMBMMBX01,687,627,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,60,0.9126637554585153,50.0,39.0,36.0,41.666666666666664
Others-CCCPS119a,2803,560,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,2243,0.19978594363182306,2227.0,2222.0,2207.0,2218.6666666666665
BHMNCPNST01,485,373,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,112,0.7690721649484537,104.0,110.0,111.0,108.33333333333333
BHMBCCSNH01,863,650,2016-10-04 14:29:49,2016-10-04,14,4,10,Tuesday,0,213,0.7531865585168018,183.0,147.0,133.0,154.33333333333334
BHMBCCSNH01,863,617,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,246,0.7149478563151797,213.0,183.0,147.0,181.0
BHMBCCMKT01,577,192,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,385,0.3327556325823224,362.0,339.0,314.0,338.3333333333333
Broad Street,690,606,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,84,0.8782608695652174,69.0,51.0,42.0,54.0
BHMBCCTHL01,387,307,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,80,0.7932816537467701,65.0,55.0,56.0,58.666666666666664
Others-CCCPS105a,2009,1346,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,663,0.6699850671976108,589.0,557.0,550.0,565.3333333333334
BHMNCPNST01,485,354,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,131,0.7298969072164948,112.0,104.0,110.0,108.66666666666667
BHMNCPPLS01,450,92,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,358,0.20444444444444446,352.0,348.0,345.0,348.3333333333333
BHMBRCBRG01,1010,548,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,462,0.5425742574257426,414.0,348.0,341.0,367.6666666666667
BHMMBMMBX01,687,593,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,94,0.8631732168850073,60.0,50.0,39.0,49.666666666666664
BHMBCCPST01,317,190,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,127,0.5993690851735016,114.0,116.0,117.0,115.66666666666667
Others-CCCPS133,4675,2364,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,2311,0.5056684491978609,2153.0,2014.0,1993.0,2053.3333333333335
Bull Ring,3053,1325,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,1728,0.4339993449066492,1629.0,1512.0,1499.0,1546.6666666666667
BHMBRCBRG02,1194,516,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,678,0.4321608040201005,641.0,601.0,597.0,613.0
BHMNCPNHS01,500,486,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,14,0.972,1.0,1.0,1.0,1.0
BHMEURBRD01,470,426,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,44,0.9063829787234042,37.0,24.0,20.0,27.0
Others-CCCPS119a,2803,529,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,2274,0.18872636460934714,2243.0,2227.0,2222.0,2230.6666666666665
Others-CCCPS135a,3883,3011,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,872,0.7754313674993562,770.0,738.0,699.0,735.6666666666666
Others-CCCPS98,3103,1169,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,1934,0.37673219465033836,1865.0,1841.0,1830.0,1845.3333333333333
NIA Car Parks,1268,218,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,1050,0.1719242902208202,1034.0,1028.0,1022.0,1028.0
BHMNCPLDH01,720,654,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,66,0.9083333333333333,51.0,47.0,46.0,48.0
BHMEURBRD02,220,180,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,40,0.8181818181818182,32.0,27.0,22.0,27.0
NIA South,788,219,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,569,0.2779187817258883,554.0,548.0,542.0,548.0
Shopping,1920,1381,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,539,0.7192708333333333,491.0,490.0,488.0,489.6666666666667
BHMBRCBRG03,849,261,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,588,0.30742049469964666,574.0,563.0,561.0,566.0
BHMNCPHST01,1200,727,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,473,0.6058333333333333,440.0,443.0,442.0,441.6666666666667
Others-CCCPS202,2937,1267,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,1670,0.4313925774599932,1619.0,1585.0,1577.0,1593.6666666666667
Others-CCCPS8,1322,753,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,569,0.5695915279878971,529.0,507.0,511.0,515.6666666666666
BHMNCPRAN01,600,527,2016-10-04 14:57:13,2016-10-04,14,4,10,Tuesday,0,73,0.8783333333333333,65.0,64.0,63.0,64.0
BHMNCPHST01,1200,678,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,522,0.565,473.0,440.0,443.0,452.0
BHMNCPNHS01,500,462,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,38,0.924,14.0,1.0,1.0,5.333333333333333
NIA Car Parks,1268,215,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,1053,0.1695583596214511,1050.0,1034.0,1028.0,1037.3333333333333
Bull Ring,3053,1192,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,1861,0.39043563707828366,1728.0,1629.0,1512.0,1623.0
Others-CCCPS105a,2009,1288,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,721,0.6411149825783972,663.0,589.0,557.0,603.0
BHMBCCMKT01,577,165,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,412,0.28596187175043325,385.0,362.0,339.0,362.0
BHMEURBRD02,220,170,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,50,0.7727272727272727,40.0,32.0,27.0,33.0
Others-CCCPS135a,3883,2839,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,1044,0.731135719804275,872.0,770.0,738.0,793.3333333333334
Others-CCCPS133,4675,2186,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,2489,0.46759358288770053,2311.0,2153.0,2014.0,2159.3333333333335
BHMNCPLDH01,720,622,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,98,0.8638888888888889,66.0,51.0,47.0,54.666666666666664
BHMNCPRAN01,600,509,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,91,0.8483333333333334,73.0,65.0,64.0,67.33333333333333
Others-CCCPS8,1322,716,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,606,0.5416036308623298,569.0,529.0,507.0,535.0
BHMBCCPST01,317,175,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,142,0.5520504731861199,127.0,114.0,116.0,119.0
BHMBRCBRG02,1194,487,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,707,0.40787269681742044,678.0,641.0,601.0,640.0
Others-CCCPS98,3103,1127,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,1976,0.3631969062197873,1934.0,1865.0,1841.0,1880.0
BHMMBMMBX01,687,572,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,115,0.8326055312954876,94.0,60.0,50.0,68.0
BHMBRCBRG01,1010,475,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,535,0.47029702970297027,462.0,414.0,348.0,408.0
BHMNCPPLS01,450,84,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,366,0.18666666666666668,358.0,352.0,348.0,352.6666666666667
Others-CCCPS119a,2803,511,2016-10-04 15:30:14,2016-10-04,15,4,10,Tuesday,0,2292,0.18230467356403854,2274.0,2243.0,2227.0,2248.0
